course_id,title,units,description,prerequisites,course_level,major
PLS 171,Principles & Practices of Plant Propagation,4,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s).
Credit Limitation(s): Not open for credit to students who have completed PLB 171. (Former PLB 171.)
Grade Mode: Letter.
General Education: Science & Engineering (SE).",PLS 002 or BIS 001C or BIS 002C.,Upper Division,PLS
PLS 172,Biology and Quality of Harvested Crops,4,"Learning Activities: Lecture 3 hour(s), Discussion/Laboratory 2 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE).",BIS 002A; PLS 002; or consent of instructor.,Upper Division,PLS
PLS 174,Microbiology & Safety of Fresh Fruits & Vegetables,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE).",PLS 002 or BIS 001C or BIS 002C; or equivalent.,Upper Division,PLS
PLS 176,Introduction to Weed Science,4,"Learning Activities: Lecture 2 hour(s), Discussion/Laboratory 4 hour(s).
Credit Limitation(s): Not open for credit to students who have completed PLB 176. (Former PLB 176.)
Grade Mode: Letter.
General Education: Science & Engineering (SE); Visual Literacy (VL).",PLS 002 or BIS 001C or BIS 002C.,Upper Division,PLS
PLS 178,Biology & Management of Aquatic Plants,3,"Learning Activities: Lecture 3 hour(s).
Credit Limitation(s): Not open for credit to students who have completed former PLB 178. (Former PLB 178.)
Grade Mode: Letter.
General Education: Science & Engineering (SE).","(PLS 002 or BIS 001C or BIS 002C); (CHE 008B or CHE 118B); PLS 100C, PLB 111, ENH 102, or HYD 122 recommended.",Upper Division,PLS
PLS 188,Undergraduate Research Proposal,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Cross Listing: BIT 188.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Writing Experience (WE).",Upper division standing.,Upper Division,PLS
PLS 189L,Laboratory Research in Plant Sciences,2-5,"Learning Activities: Laboratory 3-12 hour(s), Discussion 1 hour(s).
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Pass/No Pass only.",PLS 188; and consent of instructor.,Upper Division,PLS
PLS 190,Seminar on Alternatives in Agriculture,2,"Learning Activities: Seminar 1 hour(s), Discussion 1 hour(s).
Repeat Credit: May be repeated 2 time(s) for a total of three times.
Grade Mode: Pass/No Pass only.
General Education: Science & Engineering (SE).",Upper division standing or consent of instructor.,Upper Division,PLS
PLS 190C,Research Group Conference,1 unit,"Learning Activities: Discussion 1 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",Consent of instructor; advanced standing.,Upper Division,PLS
PLS 192,Internship,1-12,"Learning Activities: Internship 3-36 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",Consent of instructor; completion of 84 units.,Upper Division,PLS
PLS 193,Garden & Farm-Based Experiential Education Methods,2,"Learning Activities: Lecture 1 hour(s), Laboratory 3 hour(s).
Grade Mode: Pass/No Pass only.
General Education: Science & Engineering (SE); Oral Skills (OL).",Upper division standing or consent of instructor.,Upper Division,PLS
PLS 194H,Senior Honors Thesis,1-2,"Learning Activities: Independent Study 3-6 hour(s).
Grade Mode: Pass/No Pass only.
General Education: Science & Engineering (SE); Writing Experience (WE).",Senior standing; overall GPA of 3.250 or higher and consent of master advisor.,Upper Division,PLS
PLS 197T,Tutoring in Plant Sciences,1-5,"Learning Activities: Tutorial 1-5 hour(s).
Repeat Credit: May be repeated 8 unit(s).
Grade Mode: Pass/No Pass only.","Consent of instructor; upper division standing, completion of course being tutored or the equivalent.",Upper Division,PLS
PLS 198,Directed Group Study,1-5,"Learning Activities: Variable 3-15 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",N/A,Upper Division,PLS
PLS 198F,Student Facilitated Course,1-4,"Learning Activities: Variable 1-4 hour(s).
Enrollment Restriction(s): Upper division standing.
Grade Mode: P/NP only.
This course version is effective from, and including: Winter Quarter 2025.",N/A,Upper Division,PLS
PLS 199,Special Study for Advanced Undergraduates,1-5,"Learning Activities: Variable 3-15 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",N/A,Upper Division,PLS
PLS 199FA,Student Facilitated Course Development,1-4,"Learning Activities: Variable 1-4 hour(s).
Grade Mode: P/NP only.
This course version is effective from, and including: Winter Quarter 2025.",Consent of instructor.,Upper Division,PLS
PLS 199FB,Student Facilitated Teaching,1-4,"Learning Activities: Variable 1-4 hour(s).
Grade Mode: P/NP only.
This course version is effective from, and including: Winter Quarter 2025.",PLS 199FA; Consent of instructor.,Upper Division,PLS
PLS 205,Experimental Design & Analysis,5,"Learning Activities: Lecture 3 hour(s), Discussion/Laboratory 2 hour(s).
Credit Limitation(s): Not open for credit to students who have completed AGR 205. (Former AGR 205.)
Grade Mode: Letter.",PLS 120; or equivalent.,Graduate Level,PLS
PLS 206,Applied Multivariate Modeling in Agricultural & Environmental Sciences,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Credit Limitation(s): Not open for credit to students who have complete AGR 206. (Former AGR 206.)
Grade Mode: Letter.",PLS 120; (STA 106 or STA 108 or PLS 205).,Graduate Level,PLS
PLS 207,Applied Statistical Modeling for the Environmental Sciences,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",PLS 205 (can be concurrent); PLS 206 (can be concurrent); or consent of instructor.,Graduate Level,PLS
PLS 212,Postharvest Biology & Biotechnology of Fruits & Nuts,3,"Learning Activities: Lecture 3 hour(s).
Credit Limitation(s): Not open for credit to students who have completed POM 212.
Grade Mode: Letter.",PLS 172.,Graduate Level,PLS
PLS 213,Postharvest Physiology of Vegetables,3,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s).
Credit Limitation(s): Not open for credit to students who have completed VCR 212. (Former VCR 212.)
Grade Mode: Letter.",PLS 172 or PLS 100B or PLB 112.,Graduate Level,PLS
PLS 217,Field Techniques in Plant Physiology,3,"Learning Activities: Discussion/Laboratory 2.50 hour(s), Extensive Problem Solving 1 hour(s).
Grade Mode: Letter.","Prior coursework in plant physiology such as PLS 100A, PLS 100CL, PLS 157, PLS 210, PLB 111 or similar.",Graduate Level,PLS
PLS 220,Genomics & Biotechnology of Plant Improvement,3,"Learning Activities: Lecture 3 hour(s).
Credit Limitation(s): Not open for credit to students who have completed VCR 220. (Former VCR 220.)
Cross Listing: GGG 220.
Grade Mode: Letter.

PLS 220 — Genomics & Biotechnology of Plant Improvement (3 units)
Course Description:  Integration of modern biotechnology and classical plant breeding including the impact of structural, comparative and functional genomics on gene discovery, characterization and exploitation. Covers molecular markers, plant transformation, hybrid production, disease resistance, and novel output traits.

Prerequisite(s): BIS 101 or BIS 101V; or the equivalent.

Learning Activities:  Lecture 3 hour(s).

Credit Limitation(s):  Not open for credit to students who have completed VCR 220. (Former VCR 220.)

Cross Listing: GGG 220.

Grade Mode:  Letter.
This course version is effective from, and including:  Winter Quarter 2025.",BIS 101; or the equivalent.,Graduate Level,PLS
PLS 221,Genomics & Breeding of Vegetable Crops,3,"Learning Activities: Lecture 3 hour(s).
Credit Limitation(s): Not open for credit to students who have completed VCR 221. (Former VCR 221.)
Grade Mode: Letter.

PLS 221 — Genomics & Breeding of Vegetable Crops (3 units)
Course Description:  Preview of genome structure, mapping, gene tagging and development of other genetic resources applied to improvement of major vegetables. For graduate students contemplating a career in modern vegetable breeding and biotechnology.

Prerequisite(s): BIS 101 or BIS 101V; or equivalent.

Learning Activities:  Lecture 3 hour(s).

Credit Limitation(s):  Not open for credit to students who have completed VCR 221. (Former VCR 221.)

Grade Mode:  Letter.
This course version is effective from, and including:  Winter Quarter 2025.",BIS 101; or equivalent.,Graduate Level,PLS
PLS 222,Advanced Plant Breeding,4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.",PLS 154; PLS 205; GGG 201D or ANG 107 recommended.,Graduate Level,PLS
PLS 225,Quantitative Genetics,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.",PLS 205; GGG 201D; or consent of instructor; graduate standing.,Graduate Level,PLS
PLS 240,"Extension Education, Outreach & Science Communication",4,"Learning Activities: Lecture 3 hour(s); Discussion 1 hour(s).
Enrollment Restriction(s): Open to graduate students only.
Grade Mode: Letter.",Graduate standing; or consent of instructor.,Graduate Level,PLS
PLS 290,Seminar,1-2,"Learning Activities: Seminar 1-2 hour(s).
Grade Mode: Satisfactory/Unsatisfactory only.",N/A,Graduate Level,PLS
PLS 290C,Research Conference,1 unit,"Learning Activities: Discussion 1 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor.,Graduate Level,PLS
PLS 297T,Tutoring in Plant Sciences,1-5,"Learning Activities: Tutorial 1-5 hour(s).
Repeat Credit: May be repeated 5 unit(s) and same course may not be tutored more than once.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor; graduate standing; completion of course to be tutored or the equivalent.,Graduate Level,PLS
PLS 298,Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Letter.",N/A,Graduate Level,PLS
PLS 299,Research,1-12,"Learning Activities: Variable 3-36 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Satisfactory/Unsatisfactory only.",N/A,Graduate Level,PLS
PLS 396,Teaching Assistant Training Practicum,1-4,"Learning Activities: Variable 3-12 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor; graduate standing.,Graduate Level,PLS
ACC 201,Financial Reporting,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to Master of Professional Accountancy graduate students.
Credit Limitation(s): Not open for credit to students who have taken MGB 200A or MGP 200A or MGT 200A.
Grade Mode: Letter.",N/A,Graduate Level,ACC
ACC 203,Intermediate Financial Reporting,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to students enrolled in the Master of Professional Accountancy degree program.
Credit Limitation(s): Not open for credit to students who have taken MGB 200A or MGP 200A or MGT 200A.
Grade Mode: Letter.",ACC 201 or (MGB 200A or MGP 200A or MGT 200A).,Graduate Level,ACC
ACC 205,Advanced Financial Reporting,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in Graduate School of Management.
Grade Mode: Letter.",ACC 203.,Graduate Level,ACC
ACC 211,Tax Reporting & Analysis,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to Master of Professional Accountancy graduate students.
Credit Limitation(s): Not open for credit to students who have completed MGB 264 or MGP 264 or MGT 264.
Grade Mode: Letter.",N/A,Graduate Level,ACC
ACC 213,Intermediate Tax Reporting & Analysis,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in the Graduate School of Management.
Grade Mode: Letter.",ACC 211; (MGB 264 or MGP 264 or MGT 264).,Graduate Level,ACC
ACC 215,Advanced Tax Reporting & Analysis,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in Graduate School of Management.
Grade Mode: Letter.",ACC 213.,Graduate Level,ACC
ACC 217,"Taxation of Individuals, Property, & Estates",4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in Graduate School of Management.
Grade Mode: Letter.",ACC 213.,Graduate Level,ACC
ACC 219,Taxation of Business Entities,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in Graduate School of Management.
Grade Mode: Letter.",ACC 213.,Graduate Level,ACC
ACC 231,Analysis & Use of Accounting Reports,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to students enrolled in the Master of Professional Accountancy degree program.
Credit Limitation(s): Not open for credit to students who have completed MGB 272 or MGP 272 or MGT 272.
Grade Mode: Letter.",ACC 203.,Graduate Level,ACC
ACC 241,Auditing & the Accounting Profession,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to Graduate School of Management students.
Grade Mode: Satisfactory/Unsatisfactory only.",ACC 201; (MGB 200A or MGP 200A or MGT 200A).,Graduate Level,ACC
ACC 243,Auditing & Attestation Services,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in Graduate School of Management.
Grade Mode: Letter.",ACC 241.,Graduate Level,ACC
ACC 251,Managerial Accounting & Controls,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in the Graduate School of Management.
Credit Limitation(s): Not open for credit to students who have completed MGB 271 or MGP 271 or MGT 271.
Grade Mode: Letter.",ACC 201; (MGT 200A or MGP 200A or MGB 200A).,Graduate Level,ACC
ACC 253,Accounting Information & Control Systems,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in Graduate School of Management.
Credit Limitation(s): Not open for credit to students who have taken MGB 271 or MGP 271 or MGT 271.
Grade Mode: Letter.",ACC 201; (MGT 200A or MGP 200A or MGB 200A).,Graduate Level,ACC
ACC 261,Communications for Professional Accountants,4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Restricted to graduate students in the Graduate School of Management.
Credit Limitation(s): Not open for credit to students who have taken any MGB 268 or MGP 268 or MGT 268.
Grade Mode: Letter.",ACC 201; (MGT 200A or MGB 200A or MGP 200A).,Graduate Level,ACC
